image_path,family,category,split,predicted_category,confidence,uncertain,correct,inference_ms,probability_display,probability_handwriting,probability_monospace,probability_sans_serif,probability_serif
data/processed/fontsense_full/images/test/serif/Libre_Baskerville/Libre_Baskerville_0001.png,Libre Baskerville,serif,test,monospace,0.9481140971183777,False,False,2.8263001004233956,0.026340382173657417,0.0006167609826661646,0.9481140971183777,0.005686398129910231,0.01924242451786995
data/processed/fontsense_full/images/test/sans_serif/Oxygen/Oxygen_0001.png,Oxygen,sans_serif,test,monospace,0.8672199249267578,False,False,2.361699938774109,0.054954856634140015,0.011338192038238049,0.8672199249267578,0.05363123491406441,0.012855790555477142
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0012.png,Open Sans,sans_serif,test,monospace,0.8586052656173706,False,False,3.9818999357521534,0.004188923630863428,0.00029612373327836394,0.8586052656173706,0.03948486968874931,0.09742476791143417
data/processed/fontsense_full/images/test/serif/Cormorant_Garamond/Cormorant_Garamond_0009.png,Cormorant Garamond,serif,test,monospace,0.8552842140197754,False,False,3.344799974001944,0.0005688861128874123,0.00533065851777792,0.8552842140197754,0.06670471280813217,0.07211149483919144
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0002.png,Open Sans,sans_serif,test,monospace,0.8516084551811218,False,False,11.366700055077672,0.001176077756099403,0.0018090629018843174,0.8516084551811218,0.09176366031169891,0.05364266037940979
data/processed/fontsense_full/images/test/handwriting/Pacifico/Pacifico_0014.png,Pacifico,handwriting,test,display,0.8468509912490845,False,False,4.5579998986795545,0.8468509912490845,0.15263675153255463,0.0003063303593080491,0.0001934839237947017,1.2453939234546851e-05
data/processed/fontsense_full/images/test/serif/Libre_Baskerville/Libre_Baskerville_0023.png,Libre Baskerville,serif,test,monospace,0.8432362675666809,False,False,3.9860999677330256,0.0026944817509502172,0.00028282569837756455,0.8432362675666809,0.015436768531799316,0.13834954798221588
data/processed/fontsense_full/images/test/sans_serif/Oxygen/Oxygen_0028.png,Oxygen,sans_serif,test,serif,0.81743985414505,False,False,13.717600028030574,0.0007624340942129493,0.00045681046321988106,0.025699058547616005,0.1556418538093567,0.81743985414505
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0000.png,Open Sans,sans_serif,test,monospace,0.8111851811408997,False,False,4.522799979895353,0.008155475370585918,0.004759687930345535,0.8111851811408997,0.13608349859714508,0.039816129952669144
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0009.png,Open Sans,sans_serif,test,monospace,0.8077341914176941,False,False,3.8142999401316047,0.004658029414713383,0.04045698419213295,0.8077341914176941,0.13086485862731934,0.016285935416817665
data/processed/fontsense_full/images/test/handwriting/Pacifico/Pacifico_0024.png,Pacifico,handwriting,test,display,0.7956987619400024,False,False,4.219800001010299,0.7956987619400024,0.17190754413604736,0.026460060849785805,0.005253179464489222,0.0006804786971770227
data/processed/fontsense_full/images/test/sans_serif/Raleway/Raleway_0035.png,Raleway,sans_serif,test,monospace,0.7842589616775513,False,False,5.303800106048584,0.005894725676625967,0.006076168734580278,0.7842589616775513,0.14678700268268585,0.05698323994874954
data/processed/fontsense_full/images/test/serif/Merriweather/Merriweather_0035.png,Merriweather,serif,test,monospace,0.7828190922737122,False,False,2.2906999802216887,0.024788694456219673,0.002213199157267809,0.7828190922737122,0.06137831509113312,0.12880074977874756
data/processed/fontsense_full/images/test/display/Anton/Anton_0005.png,Anton,display,test,serif,0.7349109649658203,False,False,18.75410007778555,0.17474819719791412,0.0015965115744620562,0.011196562089025974,0.07754779607057571,0.7349109649658203
data/processed/fontsense_full/images/test/handwriting/Pacifico/Pacifico_0035.png,Pacifico,handwriting,test,display,0.7278429865837097,False,False,3.2828999683260918,0.7278429865837097,0.26948538422584534,0.0022270665504038334,0.0004355980781838298,8.972462637757417e-06
data/processed/fontsense_full/images/test/serif/Libre_Baskerville/Libre_Baskerville_0004.png,Libre Baskerville,serif,test,monospace,0.7179521918296814,False,False,3.943299991078675,0.001418001134879887,0.0006525602075271308,0.7179521918296814,0.053886059671640396,0.22609113156795502
data/processed/fontsense_full/images/test/handwriting/Pacifico/Pacifico_0039.png,Pacifico,handwriting,test,display,0.702281653881073,False,False,5.95470005646348,0.702281653881073,0.27266761660575867,0.012313300743699074,0.00983683206140995,0.002900612074881792
data/processed/fontsense_full/images/test/serif/Libre_Baskerville/Libre_Baskerville_0035.png,Libre Baskerville,serif,test,monospace,0.6891663074493408,False,False,3.2734000124037266,0.006872464902698994,0.00021709549764636904,0.6891663074493408,0.08653837442398071,0.21720577776432037
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0014.png,Open Sans,sans_serif,test,monospace,0.6871991157531738,False,False,4.134800052270293,0.002112218178808689,0.0017293746350333095,0.6871991157531738,0.206401988863945,0.10255732387304306
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0035.png,Open Sans,sans_serif,test,serif,0.6735212802886963,False,False,2.253900049254298,0.006602409761399031,0.008821550756692886,0.09512196481227875,0.21593277156352997,0.6735212802886963
data/processed/fontsense_full/images/test/serif/Libre_Baskerville/Libre_Baskerville_0011.png,Libre Baskerville,serif,test,monospace,0.6655703783035278,False,False,2.686799969524145,0.0006234106840565801,0.00046566370292566717,0.6655703783035278,0.14481861889362335,0.18852199614048004
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0016.png,Open Sans,sans_serif,test,monospace,0.6535464525222778,False,False,11.818600003607571,0.006019669119268656,0.026619721204042435,0.6535464525222778,0.27992790937423706,0.03388619422912598
data/processed/fontsense_full/images/test/monospace/Fira_Mono/Fira_Mono_0030.png,Fira Mono,monospace,test,sans_serif,0.6520506739616394,False,False,3.2901999074965715,0.033501241356134415,0.045842088758945465,0.12962594628334045,0.6520506739616394,0.13898004591464996
data/processed/fontsense_full/images/test/serif/Merriweather/Merriweather_0007.png,Merriweather,serif,test,monospace,0.6448955535888672,False,False,12.3475999571383,0.022741567343473434,0.014833382330834866,0.6448955535888672,0.20643572509288788,0.11109374463558197
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0004.png,Open Sans,sans_serif,test,serif,0.6437543630599976,False,False,3.820299985818565,0.0007856283918954432,0.0009874312672764063,0.10056458413600922,0.2539079785346985,0.6437543630599976
data/processed/fontsense_full/images/test/sans_serif/Oxygen/Oxygen_0006.png,Oxygen,sans_serif,test,monospace,0.6393412351608276,False,False,4.40780003555119,0.001752433949150145,0.024168677628040314,0.6393412351608276,0.3178592026233673,0.016878405585885048
data/processed/fontsense_full/images/test/serif/Merriweather/Merriweather_0027.png,Merriweather,serif,test,monospace,0.6319451928138733,False,False,12.984500033780932,0.019435333088040352,0.051713380962610245,0.6319451928138733,0.24858932197093964,0.048316698521375656
data/processed/fontsense_full/images/test/sans_serif/Raleway/Raleway_0032.png,Raleway,sans_serif,test,serif,0.6317828297615051,False,False,9.161700028926134,0.0015095514245331287,0.005158587824553251,0.09709121286869049,0.2644577622413635,0.6317828297615051
data/processed/fontsense_full/images/test/sans_serif/Oxygen/Oxygen_0027.png,Oxygen,sans_serif,test,serif,0.6316059231758118,False,False,11.985999997705221,0.0066672745160758495,0.0025547503028064966,0.06106114014983177,0.2981109321117401,0.6316059231758118
data/processed/fontsense_full/images/test/handwriting/Pacifico/Pacifico_0011.png,Pacifico,handwriting,test,display,0.6149713397026062,False,False,4.3738000094890594,0.6149713397026062,0.3838879466056824,0.0006404475425370038,0.00047474075108766556,2.555377795943059e-05
