image_path,family,category,split,predicted_category,confidence,uncertain,correct,inference_ms,probability_display,probability_handwriting,probability_monospace,probability_sans_serif,probability_serif
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0038.png,Open Sans,sans_serif,test,monospace,0.3488195538520813,True,False,4.519900074228644,0.023056944832205772,0.1330559253692627,0.3488195538520813,0.3405551016330719,0.15451247990131378
data/processed/fontsense_full/images/test/serif/Merriweather/Merriweather_0001.png,Merriweather,serif,test,sans_serif,0.3704386353492737,True,False,11.578500038012862,0.007817637175321579,0.027017779648303986,0.3124830722808838,0.3704386353492737,0.2822428345680237
data/processed/fontsense_full/images/test/sans_serif/Oxygen/Oxygen_0014.png,Oxygen,sans_serif,test,monospace,0.375728577375412,True,False,4.344600019976497,0.025052489712834358,0.08204491436481476,0.375728577375412,0.37338513135910034,0.1437889039516449
data/processed/fontsense_full/images/test/sans_serif/Raleway/Raleway_0012.png,Raleway,sans_serif,test,serif,0.379082590341568,True,False,5.193499964661896,0.009641199372708797,0.05338476970791817,0.19703644514083862,0.36085501313209534,0.379082590341568
data/processed/fontsense_full/images/test/serif/Libre_Baskerville/Libre_Baskerville_0038.png,Libre Baskerville,serif,test,sans_serif,0.3815431296825409,True,False,2.490699989721179,0.07329630106687546,0.06204206123948097,0.35150226950645447,0.3815431296825409,0.13161616027355194
data/processed/fontsense_full/images/test/sans_serif/Oxygen/Oxygen_0003.png,Oxygen,sans_serif,test,monospace,0.3904173970222473,True,False,4.028000053949654,0.02284012734889984,0.08482186496257782,0.3904173970222473,0.28070396184921265,0.22121663391590118
data/processed/fontsense_full/images/test/serif/Cormorant_Garamond/Cormorant_Garamond_0023.png,Cormorant Garamond,serif,test,monospace,0.39126235246658325,True,False,3.7588999839499593,0.006175338290631771,0.01665746420621872,0.39126235246658325,0.2597253918647766,0.3261794149875641
data/processed/fontsense_full/images/test/sans_serif/Raleway/Raleway_0009.png,Raleway,sans_serif,test,monospace,0.3943503201007843,True,False,4.563600057736039,0.006147094536572695,0.011896055191755295,0.3943503201007843,0.373668372631073,0.2139381319284439
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0033.png,Open Sans,sans_serif,test,monospace,0.3979790210723877,True,False,2.3491999600082636,0.2404133826494217,0.14383159577846527,0.3979790210723877,0.17903690040111542,0.038739122450351715
data/processed/fontsense_full/images/test/serif/Libre_Baskerville/Libre_Baskerville_0024.png,Libre Baskerville,serif,test,sans_serif,0.40698060393333435,True,False,2.820800058543682,0.02335856854915619,0.00781713705509901,0.16248883306980133,0.40698060393333435,0.39935484528541565
data/processed/fontsense_full/images/test/sans_serif/Oxygen/Oxygen_0033.png,Oxygen,sans_serif,test,serif,0.4142725467681885,True,False,14.611299964599311,0.0027782705146819353,0.037431392818689346,0.14575213193893433,0.39976561069488525,0.4142725467681885
data/processed/fontsense_full/images/test/sans_serif/Raleway/Raleway_0030.png,Raleway,sans_serif,test,serif,0.4177353084087372,True,False,16.62660005968064,0.0033193700946867466,0.018445385619997978,0.14390361309051514,0.41659629344940186,0.4177353084087372
data/processed/fontsense_full/images/test/sans_serif/Raleway/Raleway_0025.png,Raleway,sans_serif,test,serif,0.4212398827075958,True,False,15.717599890194833,0.0013325465843081474,0.04042508825659752,0.13441595435142517,0.40258657932281494,0.4212398827075958
data/processed/fontsense_full/images/test/serif/Merriweather/Merriweather_0000.png,Merriweather,serif,test,monospace,0.43156975507736206,True,False,2.4399999529123306,0.008680908940732479,0.004238788038492203,0.43156975507736206,0.35030341148376465,0.20520704984664917
data/processed/fontsense_full/images/test/serif/Libre_Baskerville/Libre_Baskerville_0013.png,Libre Baskerville,serif,test,monospace,0.44145169854164124,True,False,2.921799896284938,0.27948951721191406,0.0066715627908706665,0.44145169854164124,0.1059327945113182,0.16645443439483643
